creator,# of videos
fc4fa6b9-27e8-4a1d-a5b9-9cbdb4037d5a,1
9efb97d9-83c2-40fa-a649-3ed16d0cd576,1
58a5e7be-ea97-40ef-9513-085f425aa243,1
65144b4e-dffa-4ec9-a585-cf25eb9def3e,1
e983ce8b-da05-43b8-9d1f-4d11eab5315f,1
51a85ab1-6251-4712-be1f-904cc177aa8b,1
b354e8e4-e4cf-4d7f-9ce6-fa2cb576e157,1
02b0f721-12ff-43eb-a860-0e3fed4e3d47,1
f29d8e01-6751-48e4-812c-bf4e5b2d73c6,1
68909fd3-8bc9-467e-9de7-5772363de178,1
f4536e6a-6742-4de6-bb70-c32aef994346,1
e04d7073-8c2a-4de4-91a0-53af920a885a,1
da328f1b-d285-4f62-91d1-5566acc8d583,1
d9c07702-7b56-4a31-9dba-0c88ba6b35e9,1
696f704a-e5ee-4ff9-9987-b62872df1dc5,1
bce6fa4e-11fe-4794-abb6-d9795961fbe2,1
4605bb0c-7ead-4516-8657-217dd42812b7,1
f05bd1cb-ec8c-4a16-8c4a-0fe69d4c29f6,1
3ea47f43-bdb4-4817-b640-610362b9809a,1
cdf36f97-8188-4986-8225-ab8be6fba72c,1
002115d7-1cf1-4829-a8e9-0f0e2c4e823a,1
49fa68c4-6e88-4d8c-bfca-0461a4427328,1
7d3a2dcd-4e8a-4fd1-b906-d7c5b53c4d29,1
cf50fc6d-14d4-4103-b649-36b1408cc115,1
8bc05c1b-c99e-4f8b-bbc5-3cbcd61fea19,1
4ce5c56a-faa7-4cb5-bcff-38a4290fc688,1
1bd62d4f-ce05-48d7-900c-3af3078fc39e,1
74a902d6-684e-4710-8a37-2acb63de5391,1
73f91baf-b007-497f-b76b-2d525ed863c7,1
4d34d9e8-bd80-47ec-9818-6482405a7b78,1
368a724a-ea0f-4e4a-84b4-a26b24e6ad15,1
1971b2d6-d758-4796-b190-1bd0c9e6d8db,1
e5f350c9-4733-406f-99c8-c0b897089619,1
